1,1.00,1.00
2,2.00,2.00
3,3.00,3.00
4,4.00,4.00
5,5.00,5.00
6,6.00,6.00
7,7.00,7.00
8,8.00,8.00
9,9.00,9.00
10,10.00,10.00
11,11.00,11.00
12,12.00,12.00
13,13.00,13.00
14,14.00,14.00
15,15.00,15.00
16,16.00,16.00
17,17.00,17.00
18,18.00,18.00
19,19.00,19.00
20,20.00,20.00
21,21.00,21.00
22,22.00,22.00
23,23.00,23.00
24,24.00,24.00
25,25.00,25.00
26,26.00,26.00
27,27.00,27.00
28,28.00,28.00
29,29.00,29.00
30,30.00,30.00
31,31.00,31.00
32,32.00,32.00
33,33.00,33.00
34,34.00,34.00
35,35.00,35.00
36,36.00,36.00
37,37.00,37.00
38,38.00,38.00
39,39.00,39.00
40,40.00,40.00
41,41.00,41.00
42,42.00,42.00
43,43.00,43.00
44,44.00,44.00
45,45.00,45.00
46,46.00,46.00
47,47.00,47.00
48,48.00,48.00
49,49.00,49.00
50,50.00,50.00
51,51.00,51.00
52,52.00,52.00
53,53.00,53.00
54,54.00,54.00
55,55.00,55.00
56,56.00,56.00
57,57.00,57.00
58,58.00,58.00
59,59.00,59.00
60,60.00,60.00
61,61.00,61.00
62,62.00,62.00
63,63.00,63.00
64,64.00,64.00
65,65.00,65.00
66,66.00,66.00
67,67.00,67.00
68,68.00,68.00
69,69.00,69.00
70,70.00,70.00
71,71.00,71.00
72,72.00,72.00
73,73.00,73.00
74,74.00,74.00
75,75.00,75.00
76,76.00,76.00
77,77.00,77.00
78,78.00,78.00
79,79.00,79.00
80,80.00,80.00
81,81.00,81.00
82,82.00,82.00
83,83.00,83.00
84,84.00,84.00
85,85.00,85.00
86,86.00,86.00
87,87.00,87.00
88,88.00,88.00
89,89.00,89.00
90,90.00,90.00
91,91.00,91.00
92,92.00,92.00
93,93.00,93.00
94,94.00,94.00
95,95.00,95.00
96,96.00,96.00
97,97.00,97.00
98,98.00,98.00
99,99.00,99.00
100,100.00,100.00
101,101.00,101.00
102,102.00,102.00
103,103.00,103.00
104,104.00,104.00
105,105.00,105.00
106,106.00,106.00
107,107.00,107.00
108,108.00,108.00
109,109.00,109.00
110,110.00,110.00
111,111.00,111.00
112,112.00,112.00
113,113.00,113.00
114,114.00,114.00
115,115.00,115.00
116,116.00,116.00
117,117.00,117.00
118,118.00,118.00
119,119.00,119.00
120,120.00,120.00
121,121.00,121.00
122,122.00,122.00
123,123.00,123.00
124,124.00,124.00
125,125.00,125.00
126,126.00,126.00
127,127.00,127.00
128,128.00,128.00
129,129.00,129.00
130,130.00,130.00
131,131.00,131.00
132,132.00,132.00
133,133.00,133.00
134,134.00,134.00
135,135.00,135.00
136,136.00,136.00
137,137.00,137.00
138,138.00,138.00
139,139.00,139.00
140,140.00,140.00
141,141.00,141.00
142,142.00,142.00
143,143.00,143.00
144,144.00,144.00
145,145.00,145.00
146,146.00,146.00
147,147.00,147.00
148,148.00,148.00
149,149.00,149.00
150,150.00,150.00
151,151.00,151.00
152,152.00,152.00
153,153.00,153.00
154,154.00,154.00
155,155.00,155.00
156,156.00,156.00
157,157.00,157.00
158,158.00,158.00
159,159.00,159.00
160,160.00,160.00
161,161.00,161.00
162,162.00,162.00
163,163.00,163.00
164,164.00,164.00
165,165.00,165.00
166,166.00,166.00
167,167.00,167.00
168,168.00,168.00
169,169.00,169.00
170,170.00,170.00
171,171.00,171.00
172,172.00,172.00
173,173.00,173.00
174,174.00,174.00
175,175.00,175.00
176,176.00,176.00
177,177.00,177.00
178,178.00,178.00
179,179.00,179.00
180,180.00,180.00
181,181.00,181.00
182,182.00,182.00
183,183.00,183.00
184,184.00,184.00
185,185.00,185.00
186,186.00,186.00
187,187.00,187.00
188,188.00,188.00
189,189.00,189.00
190,190.00,190.00
191,191.00,191.00
192,192.00,192.00
193,193.00,193.00
194,194.00,194.00
195,195.00,195.00
196,196.00,196.00
197,197.00,197.00
198,198.00,198.00
199,199.00,199.00
200,200.00,200.00
201,201.00,201.00
202,202.00,202.00
203,203.00,203.00
204,204.00,204.00
205,205.00,205.00
206,206.00,206.00
207,207.00,207.00
208,208.00,208.00
209,209.00,209.00
210,210.00,210.00
211,211.00,211.00
212,212.00,212.00
213,213.00,213.00
214,214.00,214.00
215,215.00,215.00
216,216.00,216.00
217,217.00,217.00
218,218.00,218.00
219,219.00,219.00
220,220.00,220.00
221,221.00,221.00
222,222.00,222.00
223,223.00,223.00
224,224.00,224.00
225,225.00,225.00
226,226.00,226.00
227,227.00,227.00
228,228.00,228.00
229,229.00,229.00
230,230.00,230.00
231,231.00,231.00
232,232.00,232.00
233,233.00,233.00
234,234.00,234.00
235,235.00,235.00
236,236.00,236.00
237,237.00,237.00
238,238.00,238.00
239,239.00,239.00
240,240.00,240.00
241,241.00,241.00
242,242.00,242.00
243,243.00,243.00
244,244.00,244.00
245,245.00,245.00
246,246.00,246.00
247,247.00,247.00
248,248.00,248.00
249,249.00,249.00
250,250.00,250.00
251,251.00,251.00
252,252.00,252.00
253,253.00,253.00
254,254.00,254.00
255,255.00,255.00
256,256.00,256.00
257,257.00,257.00
258,258.00,258.00
259,259.00,259.00
260,260.00,260.00
261,261.00,261.00
262,262.00,262.00
263,263.00,263.00
264,264.00,264.00
265,265.00,265.00
266,266.00,266.00
267,267.00,267.00
268,268.00,268.00
269,269.00,269.00
270,270.00,270.00
271,271.00,271.00
272,272.00,272.00
273,273.00,273.00
274,274.00,274.00
275,275.00,275.00
276,276.00,276.00
277,277.00,277.00
278,278.00,278.00
279,279.00,279.00
280,280.00,280.00
281,281.00,281.00
282,282.00,282.00
283,283.00,283.00
284,284.00,284.00
285,285.00,285.00
286,286.00,286.00
287,287.00,287.00
288,288.00,288.00
289,289.00,289.00
290,290.00,290.00
291,291.00,291.00
292,292.00,292.00
293,293.00,293.00
294,294.00,294.00
295,295.00,295.00
296,296.00,296.00
297,297.00,297.00
298,298.00,298.00
299,299.00,299.00
300,300.00,300.00
301,301.00,301.00
302,302.00,302.00
